gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	imageType	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	words	sep	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned	gender	target
JEkdTgN6tsALip8pB	English	feedback	scene3	NA	NA	NA	NA	1	NA	1	its a door	its a door	got it	blue_door	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	door
JEkdTgN6tsALip8pB	English	feedback	scene4	NA	NA	NA	NA	1	NA	2	its the green bowl	its the green bowl	NA	green_bowl	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	bowl
JEkdTgN6tsALip8pB	English	feedback	scene3	NA	NA	NA	NA	1	NA	3	its the scarf	its the scarf	thanks	blue_scarf	1	N	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	scarf
JEkdTgN6tsALip8pB	English	feedback	scene3	NA	NA	NA	NA	1	NA	4	its the purple slipper	its the purple slipper	NA	purple_slipper	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	slipper
JEkdTgN6tsALip8pB	English	feedback	scene3	NA	NA	NA	NA	1	NA	5	its the blue dress	its the blue dress	NA	blue_dress	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	dress
JEkdTgN6tsALip8pB	English	feedback	scene1	NA	NA	NA	NA	1	NA	6	its the purple helicopter	its the purple helicopter	NA	purple_helicopter	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	helicopter
JEkdTgN6tsALip8pB	English	feedback	scene2	NA	NA	NA	NA	1	NA	7	its the green suitcase	its the green suitcase	NA	green_luggage	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	luggage
JEkdTgN6tsALip8pB	English	feedback	scene4	NA	NA	NA	NA	1	NA	8	its the black microscope	its the black microscope	is it the black bow?	black_microscope	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	microscope
JEkdTgN6tsALip8pB	English	feedback	scene1	NA	NA	NA	NA	1	NA	12	yellow flower	yellow flower	NA	yellow_flower	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	flower
JEkdTgN6tsALip8pB	English	feedback	scene3	NA	NA	NA	NA	1	NA	13	truck	truck	NA	purple_truck	1	N	NA	FALSE	FALSE	TRUE	FALSE	FALSE	NA	truck
JEkdTgN6tsALip8pB	English	feedback	scene1	NA	NA	NA	NA	1	NA	14	purple glove	purple glove	NA	purple_glove	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	glove
JEkdTgN6tsALip8pB	English	feedback	scene1	NA	NA	NA	NA	1	NA	16	oraange knife	oraange knife	NA	orange_knife	1	CN	NA	FALSE	FALSE	TRUE	FALSE	TRUE	NA	knife
JEkdTgN6tsALip8pB	English	feedback	scene1	NA	NA	NA	NA	1	NA	19	yellow chair	yellow chair	NA	yellow_chair	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	chair
JEkdTgN6tsALip8pB	English	feedback	scene1	NA	NA	NA	NA	1	NA	20	purple robot	purple robot	NA	purple_robot	1	CN	NA	TRUE	FALSE	TRUE	FALSE	FALSE	NA	robot
JEkdTgN6tsALip8pB	English	feedback	scene4	NA	NA	NA	NA	1	NA	21	its the white ring	its the white ring	NA	white_ring	1	CN	NA	TRUE	FALSE	TRUE	FALSE	TRUE	NA	ring
