gameId	language	stage	condition	alt1BasicLevel	alt1SuperLevel	alt2BasicLevel	alt2SuperLevel	listenerSelection	roundNumber	directorAllMessages	directorFirstMessage	guesserAllMessages	nameClickedObj	correct	colorMentioned	sizeMentioned	typeMentioned	oneMentioned	theMentioned
WskiQY3QG4XLCmLFx	BCS	feedback	scenario2	NA	NA	NA	NA	1	1	kajis	kajis		white_belt	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	2	kravata	kravata		black_tie	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	3	olovka	olovka		yellow_pencil	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	fish	animal	horse	animal	1	4	zuto riblje	zuto riblje		clownFish	1	TRUE	FALSE	FALSE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	5	leptir	leptir		blue_butterfly	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	supSuff	rosemary	plant	table	furniture	1	6	sareno	sareno		jellyBeans	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	dog	animal	lion	animal	1	7	dalmatinac	dalmatinac		dalmatian	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario2	NA	NA	NA	NA	1	8	cinija	cinija		purple_bowl	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario4	NA	NA	NA	NA	1	9	dvogled lj	dvogled lj		purple_binoculars	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	supSuff	shirt	clothing	flower	plant	1	10	sto	sto		diningTable	1	FALSE	FALSE	FALSE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario2	NA	NA	NA	NA	1	11	ograda	ograda		white_fence	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	supSuff	dress	clothing	popcorn	snack	1	12	automobil	automobil		convertible	1	FALSE	FALSE	FALSE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	13	maska__slicna olovci	maska	koja	white_mask	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	14	robot__kalendarski	robot	koji	green_robot	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	candy	snack	popcorn	snack	1	15	medice	medice		gummyBears	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	16	helikopter__cekicast	helikopter	koji	orange_helicopter	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	17	gitara	gitara		blue_guitar	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	18	noz	noz		orange_knife	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	basicSuffType2	gloves	clothing	cow	animal	1	19	majica	majica		tShirt	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	20	kruna	kruna		red_crown	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	21	ogrlica	ogrlica		black_necklace	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	fish	animal	iguana	animal	1	22	ribica	ribica		goldFish	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario2	NA	NA	NA	NA	1	23	sal	sal		red_scarf	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	24	kamijon	kamijon		green_truck	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario2	NA	NA	NA	NA	1	25	katanac	katanac		purple_lock	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	basicSuffType2	ivy	plant	iguana	animal	1	26	suncokret	suncokret		sunflower	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	supSuff	chips	snack	pottedPlant	plant	1	27	automobil	automobil		suv	1	FALSE	FALSE	FALSE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario2	NA	NA	NA	NA	1	28	digitron	digitron		white_calculator	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	29	vrata	vrata		blue_door	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario4	NA	NA	NA	NA	1	30	kockica	kockica		black_die	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	bear	animal	cow	animal	1	31	panda	panda		pandaBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	32	viljuska	viljuska		purple_fork	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	fish	animal	rabbit	animal	1	33	som	som		catfish	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario4	NA	NA	NA	NA	1	34	bubanj	bubanj		green_drum	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	35	telefon	telefon		blue_phone	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario4	NA	NA	NA	NA	1	36	kosara	kosara		green_basket	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	supSuff	ivy	plant	ambulance	vehicle	1	37	medved	medved		polarBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	car	vehicle	car	vehicle	1	38	kola__multipla najslicnija	kola	koja	minivan	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	39	cesalj	cesalj		yellow_comb	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	basicSuffType2	cookies	snack	bed	furniture	2	40	mim	mim		cookies	0	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario2	NA	NA	NA	NA	1	41	stolica	stolica		blue_chair	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	42	papuca	papuca		black_slipper	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	basicSuffType1	bookcase	furniture	lamp	furniture	1	43	sto	sto		picnicTable	1	FALSE	FALSE	FALSE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	basicSuffType2	sheep	animal	socks	clothing	1	44	medved	medved		grizzlyBear	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario4	NA	NA	NA	NA	1	45	krevet	krevet	koji	yellow_bed	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	basicSuffType1	chips	snack	popcorn	snack	1	46	mim	mim		mnMs	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario4	NA	NA	NA	NA	1	47	prsten	prsten		yellow_ring	1	FALSE	FALSE	TRUE	TRUE	TRUE
WskiQY3QG4XLCmLFx	BCS	feedback	basicSuffType1	iguana	animal	snake	animal	1	48	kolibri	kolibri		hummingBird	1	FALSE	FALSE	FALSE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	49	cekic	cekic		orange_hammer	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	50	kalendar	kalendar		black_calendar	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario4	NA	NA	NA	NA	1	51	riba	riba		green_fish	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario3	NA	NA	NA	NA	1	52	knjiga	knjiga		blue_book	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	scenario1	NA	NA	NA	NA	1	53	masna	masna		green_ribbon	1	FALSE	FALSE	TRUE	TRUE	FALSE
WskiQY3QG4XLCmLFx	BCS	feedback	subNec	table	furniture	wardrobe	furniture	1	54	klupica	klupica		coffeeTable	1	FALSE	FALSE	TRUE	TRUE	FALSE
